time,year,month,lat,lon,County ,lw_down,sw_down,t,wind,q,pstar,precip,date_time_utc,date_time_local,cosz,diff_rad
0,2014,1,-20.3696,-51.4191,Selviria ,428.93365,6.535547,300.40482,2.0872371,0.020212652,97051.2,2.88E-05,1/1/2014 0:00,12/31/2013 21:00,0,6.535547
10800,2014,1,-20.3696,-51.4191,Selviria ,424.60147,0,298.41507,2.1928499,0.018868035,97065.24,0,1/1/2014 3:00,1/1/2014 0:00,0,0
21600,2014,1,-20.3696,-51.4191,Selviria ,408.33945,0,297.18448,2.1983614,0.017814549,96914.63,0,1/1/2014 6:00,1/1/2014 3:00,0,0
32400,2014,1,-20.3696,-51.4191,Selviria ,392.62604,0,296.13678,2.141676,0.01685064,97014.5,0,1/1/2014 9:00,1/1/2014 6:00,0.039659036,0
43200,2014,1,-20.3696,-51.4191,Selviria ,411.8218,253.37013,301.31396,3.3250577,0.019628834,97147,5.42E-05,1/1/2014 12:00,1/1/2014 9:00,0.674184843,223.3702075
54000,2014,1,-20.3696,-51.4191,Selviria ,439.3378,638.7877,306.36996,3.9320257,0.021049092,97035.586,0.000193774,1/1/2014 15:00,1/1/2014 12:00,0.993520253,422.0263444
64800,2014,1,-20.3696,-51.4191,Selviria ,463.92203,642.4147,309.36423,2.681335,0.020590436,96770.22,5.82E-05,1/1/2014 18:00,1/1/2014 15:00,0.810602914,320.611669
75600,2014,1,-20.3696,-51.4191,Selviria ,461.094,290.63416,307.20267,1.0167186,0.02023723,96704.88,4.99E-05,1/1/2014 21:00,1/1/2014 18:00,0.232583322,90.82789436
86400,2014,1,-20.3696,-51.4191,Selviria ,444.26105,8.758783,303.37338,1.7394758,0.019252697,96990.13,0,1/2/2014 0:00,1/1/2014 21:00,0,8.758783
97200,2014,1,-20.3696,-51.4191,Selviria ,430.27753,0,300.88492,2.2133052,0.017405111,96965.3,0,1/2/2014 3:00,1/2/2014 0:00,0,0
108000,2014,1,-20.3696,-51.4191,Selviria ,408.71356,0,298.75388,2.3309824,0.016632287,96756.42,0,1/2/2014 6:00,1/2/2014 3:00,0,0
118800,2014,1,-20.3696,-51.4191,Selviria ,400.91452,0,297.63916,2.5131247,0.016101688,96827.15,0,1/2/2014 9:00,1/2/2014 6:00,0.039158526,0
129600,2014,1,-20.3696,-51.4191,Selviria ,420.65628,272.95535,304.08212,2.845428,0.020317143,97028.71,0,1/2/2014 12:00,1/2/2014 9:00,0.674057151,234.1343232
140400,2014,1,-20.3696,-51.4191,Selviria ,435.25323,687.5542,304.9487,3.4247139,0.020415854,96867.92,0.000337974,1/2/2014 15:00,1/2/2014 12:00,0.993580188,421.8369287
151200,2014,1,-20.3696,-51.4191,Selviria ,448.19537,658.178,305.8223,3.18994,0.021807434,96678.68,0.000233813,1/2/2014 18:00,1/2/2014 15:00,0.810555375,313.898363
162000,2014,1,-20.3696,-51.4191,Selviria ,443.6971,329.37976,303.4849,2.1988091,0.021228313,96632.625,0.000106471,1/2/2014 21:00,1/2/2014 18:00,0.232196166,103.0293273
172800,2014,1,-20.3696,-51.4191,Selviria ,428.5255,8.123754,301.69635,1.7249781,0.02067251,96786.11,0,1/3/2014 0:00,1/2/2014 21:00,0,8.123754
183600,2014,1,-20.3696,-51.4191,Selviria ,407.93585,0,298.91794,2.151753,0.016558697,96836.805,0,1/3/2014 3:00,1/3/2014 0:00,0,0
194400,2014,1,-20.3696,-51.4191,Selviria ,396.45596,0,297.2903,1.9247866,0.01599829,96762.9,0,1/3/2014 6:00,1/3/2014 3:00,0,0
205200,2014,1,-20.3696,-51.4191,Selviria ,392.32367,0,296.2228,1.9386861,0.015647268,96888.05,0,1/3/2014 9:00,1/3/2014 6:00,0.038615055,0
216000,2014,1,-20.3696,-51.4191,Selviria ,419.10605,274.38882,304.34744,2.1580076,0.021040892,97085.98,0,1/3/2014 12:00,1/3/2014 9:00,0.673917057,234.856332
226800,2014,1,-20.3696,-51.4191,Selviria ,443.73962,697.052,306.2165,2.0459108,0.021629944,97085.36,0.000190901,1/3/2014 15:00,1/3/2014 12:00,0.9936431,421.0588513
237600,2014,1,-20.3696,-51.4191,Selviria ,448.2662,737.3719,304.8785,1.9246167,0.02229587,96859.35,9.13E-05,1/3/2014 18:00,1/3/2014 15:00,0.810502004,260.6182246
248400,2014,1,-20.3696,-51.4191,Selviria ,449.2263,354.27643,304.3454,1.7794288,0.022125311,96821.5,3.81E-05,1/3/2014 21:00,1/3/2014 18:00,0.231775339,111.2271199
259200,2014,1,-20.3696,-51.4191,Selviria ,420.72293,12.228027,301.933,1.0625379,0.021107417,97082.46,0,1/4/2014 0:00,1/3/2014 21:00,0,12.228027
270000,2014,1,-20.3696,-51.4191,Selviria ,407.7911,0,299.25748,1.4901937,0.019443847,97207.31,0,1/4/2014 3:00,1/4/2014 0:00,0,0
280800,2014,1,-20.3696,-51.4191,Selviria ,397.34354,0,297.51154,1.3990873,0.018230204,97102.77,0,1/4/2014 6:00,1/4/2014 3:00,0,0
291600,2014,1,-20.3696,-51.4191,Selviria ,388.70706,0,296.0575,1.3825982,0.017227633,97125.71,0,1/4/2014 9:00,1/4/2014 6:00,0.038028764,0
302400,2014,1,-20.3696,-51.4191,Selviria ,415.844,272.58948,303.36703,2.6417913,0.021073008,97231.47,8.67E-05,1/4/2014 12:00,1/4/2014 9:00,0.673764241,233.8826248
313200,2014,1,-20.3696,-51.4191,Selviria ,439.22137,671.28345,305.41684,1.76863,0.02108381,97201.82,0.000181855,1/4/2014 15:00,1/4/2014 12:00,0.993708438,422.5588776
324000,2014,1,-20.3696,-51.4191,Selviria ,454.96072,772.3686,306.86703,1.6262571,0.022690969,97049.04,2.11E-05,1/4/2014 18:00,1/4/2014 15:00,0.810442382,222.8874712
334800,2014,1,-20.3696,-51.4191,Selviria ,454.98175,402.25586,306.86392,1.5480672,0.022074623,97009.805,0,1/4/2014 21:00,1/4/2014 18:00,0.231320844,126.7750605
345600,2014,1,-20.3696,-51.4191,Selviria ,434.5878,13.198869,303.09946,2.6059835,0.02119217,97163.82,0,1/5/2014 0:00,1/4/2014 21:00,0,13.198869
356400,2014,1,-20.3696,-51.4191,Selviria ,419.71317,0,300.68582,2.4609764,0.019975577,97217.39,0,1/5/2014 3:00,1/5/2014 0:00,0,0
367200,2014,1,-20.3696,-51.4191,Selviria ,411.21365,0,299.32864,2.9330163,0.019142581,97122.89,0,1/5/2014 6:00,1/5/2014 3:00,0,0
378000,2014,1,-20.3696,-51.4191,Selviria ,401.89572,0,297.3391,3.5873349,0.01749511,97253.88,0,1/5/2014 9:00,1/5/2014 6:00,0.037399807,0
388800,2014,1,-20.3696,-51.4191,Selviria ,412.75598,238.22339,301.13525,3.8975847,0.019379895,97378.195,0,1/5/2014 12:00,1/5/2014 9:00,0.673598364,214.2601604
399600,2014,1,-20.3696,-51.4191,Selviria ,441.24768,657.03125,305.14505,3.059463,0.020692715,97276.234,0.000268163,1/5/2014 15:00,1/5/2014 12:00,0.993775613,422.6746944
410400,2014,1,-20.3696,-51.4191,Selviria ,446.61053,699.67737,305.32556,2.412928,0.021376377,97073.54,0.00036475,1/5/2014 18:00,1/5/2014 15:00,0.810376063,290.1663153
421200,2014,1,-20.3696,-51.4191,Selviria ,437.02884,361.3563,304.49875,1.4628799,0.021158872,97039.86,0.000241639,1/5/2014 21:00,1/5/2014 18:00,0.230832684,114.1558215
432000,2014,1,-20.3696,-51.4191,Selviria ,412.25058,14.601373,300.99036,2.2213898,0.01980277,97148.64,0,1/6/2014 0:00,1/5/2014 21:00,0,14.601373
442800,2014,1,-20.3696,-51.4191,Selviria ,396.71564,0,298.71054,2.01361,0.018488862,97229.55,0,1/6/2014 3:00,1/6/2014 0:00,0,0
453600,2014,1,-20.3696,-51.4191,Selviria ,390.26923,0,297.30188,2.3826869,0.01744027,97098.62,0,1/6/2014 6:00,1/6/2014 3:00,0,0
464400,2014,1,-20.3696,-51.4191,Selviria ,385.89603,0,296.6197,2.3724225,0.016628673,97143.99,0,1/6/2014 9:00,1/6/2014 6:00,0.036728349,0
475200,2014,1,-20.3696,-51.4191,Selviria ,415.21887,211.22874,301.84683,2.3939917,0.019693973,97309.22,0,1/6/2014 12:00,1/6/2014 9:00,0.673419062,196.703272
486000,2014,1,-20.3696,-51.4191,Selviria ,448.99283,582.414,306.73935,2.4612782,0.01766962,97239.85,0.00016932,1/6/2014 15:00,1/6/2014 12:00,0.993843996,415.3420629
496800,2014,1,-20.3696,-51.4191,Selviria ,444.83307,616.49664,309.15076,2.2558,0.016382571,96960.125,0.000176706,1/6/2014 18:00,1/6/2014 15:00,0.81030257,329.1036478
507600,2014,1,-20.3696,-51.4191,Selviria ,439.23227,348.22958,308.8113,2.1120684,0.016197402,96856.91,0,1/6/2014 21:00,1/6/2014 18:00,0.230310863,110.0495145
518400,2014,1,-20.3696,-51.4191,Selviria ,428.40616,11.583328,303.64502,2.6819873,0.014941053,97062.72,0,1/7/2014 0:00,1/6/2014 21:00,0,11.583328
529200,2014,1,-20.3696,-51.4191,Selviria ,420.193,0,300.88412,2.9016404,0.013823525,97127.51,0,1/7/2014 3:00,1/7/2014 0:00,0,0
540000,2014,1,-20.3696,-51.4191,Selviria ,409.34885,0,298.7763,2.7652953,0.013386544,96984.48,0,1/7/2014 6:00,1/7/2014 3:00,0,0
550800,2014,1,-20.3696,-51.4191,Selviria ,389.78214,0,296.88672,2.4564734,0.012899458,97057.76,0,1/7/2014 9:00,1/7/2014 6:00,0.036014566,0
561600,2014,1,-20.3696,-51.4191,Selviria ,399.6311,222.3175,301.96918,2.2059875,0.016129954,97239.664,0,1/7/2014 12:00,1/7/2014 9:00,0.673225949,204.1201272
572400,2014,1,-20.3696,-51.4191,Selviria ,432.46127,671.6264,307.0257,2.1448884,0.017106658,97139.55,0.000127261,1/7/2014 15:00,1/7/2014 12:00,0.993912919,422.6609397
583200,2014,1,-20.3696,-51.4191,Selviria ,449.33505,675.37085,307.78918,2.2922523,0.015665479,97013.11,0,1/7/2014 18:00,1/7/2014 15:00,0.810221398,304.8325251
594000,2014,1,-20.3696,-51.4191,Selviria ,439.64297,331.3994,305.46848,1.9384359,0.016097805,96890.61,5.85E-05,1/7/2014 21:00,1/7/2014 18:00,0.229755388,105.014584
604800,2014,1,-20.3696,-51.4191,Selviria ,423.88217,14.992994,303.1189,1.6696581,0.017648563,97136.4,0,1/8/2014 0:00,1/7/2014 21:00,0,14.992994
615600,2014,1,-20.3696,-51.4191,Selviria ,404.57736,0,298.7423,2.4843276,0.016585553,97134.03,0,1/8/2014 3:00,1/8/2014 0:00,0,0
626400,2014,1,-20.3696,-51.4191,Selviria ,394.6134,0,296.9171,2.1253767,0.016079878,97049.836,0,1/8/2014 6:00,1/8/2014 3:00,0,0
637200,2014,1,-20.3696,-51.4191,Selviria ,389.63422,0,295.86945,1.5356274,0.015657738,97147.555,0,1/8/2014 9:00,1/8/2014 6:00,0.035258648,0
648000,2014,1,-20.3696,-51.4191,Selviria ,411.1515,251.03596,301.7761,1.3962991,0.018920572,97386.34,0,1/8/2014 12:00,1/8/2014 9:00,0.67301862,221.8566131
658800,2014,1,-20.3696,-51.4191,Selviria ,430.92,587.399,302.5881,2.6532302,0.018419381,97293.234,0.000276242,1/8/2014 15:00,1/8/2014 12:00,0.993981676,416.2666522
669600,2014,1,-20.3696,-51.4191,Selviria ,428.41318,555.8751,301.14233,2.872831,0.019310294,97107.5,0.000337163,1/8/2014 18:00,1/8/2014 15:00,0.810132011,339.669669
680400,2014,1,-20.3696,-51.4191,Selviria ,426.42914,253.98003,300.48572,1.245565,0.018590568,97021.99,0.000131629,1/8/2014 21:00,1/8/2014 18:00,0.229166266,80.7915066
691200,2014,1,-20.3696,-51.4191,Selviria ,404.10367,10.730176,298.58698,1.1831278,0.0178786,97163.87,0,1/9/2014 0:00,1/8/2014 21:00,0,10.730176
702000,2014,1,-20.3696,-51.4191,Selviria ,390.88913,0,297.9661,1.2653829,0.017420135,97213.54,0,1/9/2014 3:00,1/9/2014 0:00,0,0
712800,2014,1,-20.3696,-51.4191,Selviria ,379.46326,0,296.0121,1.1304059,0.016534483,97037.07,0,1/9/2014 6:00,1/9/2014 3:00,0,0
723600,2014,1,-20.3696,-51.4191,Selviria ,369.7398,0,294.44516,0.928421,0.015730092,97064.984,0,1/9/2014 9:00,1/9/2014 6:00,0.034460797,0
734400,2014,1,-20.3696,-51.4191,Selviria ,399.98,255.94511,301.4857,0.62456053,0.019145902,97304.91,0,1/9/2014 12:00,1/9/2014 9:00,0.672796649,224.6547854
745200,2014,1,-20.3696,-51.4191,Selviria ,436.53125,636.98987,305.7729,1.8384322,0.01892802,97202.72,0.000119923,1/9/2014 15:00,1/9/2014 12:00,0.994049527,422.1041806
756000,2014,1,-20.3696,-51.4191,Selviria ,441.149,671.7971,305.57352,1.793997,0.01976598,96969.64,0.000159412,1/9/2014 18:00,1/9/2014 15:00,0.81003385,306.6055281
766800,2014,1,-20.3696,-51.4191,Selviria ,431.6037,312.7359,303.01993,1.6388794,0.020209875,96874.16,0.000114685,1/9/2014 21:00,1/9/2014 18:00,0.228543508,99.59843944
777600,2014,1,-20.3696,-51.4191,Selviria ,411.4065,9.070083,299.49908,1.8692588,0.0184506,97061.51,2.35E-05,1/10/2014 0:00,1/9/2014 21:00,0,9.070083
788400,2014,1,-20.3696,-51.4191,Selviria ,403.46872,0,298.25522,1.7117447,0.01698517,97179.375,0,1/10/2014 3:00,1/10/2014 0:00,0,0
799200,2014,1,-20.3696,-51.4191,Selviria ,390.12564,0,296.54764,1.2760823,0.016227877,97052.766,0,1/10/2014 6:00,1/10/2014 3:00,0,0
810000,2014,1,-20.3696,-51.4191,Selviria ,382.05713,0,295.06,1.4617838,0.015473157,97098.61,0,1/10/2014 9:00,1/10/2014 6:00,0.033621226,0
820800,2014,1,-20.3696,-51.4191,Selviria ,405.9774,239.26549,302.6965,1.4234965,0.019664196,97272.19,0,1/10/2014 12:00,1/10/2014 9:00,0.672559591,214.7913289
831600,2014,1,-20.3696,-51.4191,Selviria ,433.27866,651.39526,307.71405,2.9538221,0.017419485,97168.02,0.000227996,1/10/2014 15:00,1/10/2014 12:00,0.994115692,422.7483479
842400,2014,1,-20.3696,-51.4191,Selviria ,453.752,689.18774,309.04926,2.4814544,0.016841473,96945.53,4.49E-05,1/10/2014 18:00,1/10/2014 15:00,0.809926327,296.5650133
853200,2014,1,-20.3696,-51.4191,Selviria ,446.46652,322.20456,307.97684,2.5687068,0.016612558,96834.87,6.59E-05,1/10/2014 21:00,1/10/2014 18:00,0.227887128,102.8623952
864000,2014,1,-20.3696,-51.4191,Selviria ,424.70767,16.797068,303.73477,3.0395086,0.016648185,97069.4,0,1/11/2014 0:00,1/10/2014 21:00,0,16.797068
874800,2014,1,-20.3696,-51.4191,Selviria ,409.3704,0,300.022,3.0607753,0.016781146,97183.05,0,1/11/2014 3:00,1/11/2014 0:00,0,0
885600,2014,1,-20.3696,-51.4191,Selviria ,394.36768,0,297.3384,2.4287295,0.016383192,97080.9,0,1/11/2014 6:00,1/11/2014 3:00,0,0
896400,2014,1,-20.3696,-51.4191,Selviria ,384.69952,0,295.57684,2.1158478,0.015756989,97139.72,0,1/11/2014 9:00,1/11/2014 6:00,0.032740162,0
907200,2014,1,-20.3696,-51.4191,Selviria ,402.893,246.59846,301.87244,2.9061842,0.019531716,97328.98,0,1/11/2014 12:00,1/11/2014 9:00,0.672306981,219.1714776
918000,2014,1,-20.3696,-51.4191,Selviria ,422.7459,666.5075,303.15826,2.840538,0.018952386,97219.71,0.000294944,1/11/2014 15:00,1/11/2014 12:00,0.994179362,422.8611773
928800,2014,1,-20.3696,-51.4191,Selviria ,426.2529,681.98846,302.12842,2.0364556,0.020264277,97096.46,0.000420589,1/11/2014 18:00,1/11/2014 15:00,0.80980883,300.697383
939600,2014,1,-20.3696,-51.4191,Selviria ,421.3788,305.80627,300.92435,1.5173242,0.018804876,97188.31,0.00036692,1/11/2014 21:00,1/11/2014 18:00,0.227197142,98.26694221
950400,2014,1,-20.3696,-51.4191,Selviria ,420.25687,9.951213,300.0564,0.91479874,0.019010896,97414.555,0,1/12/2014 0:00,1/11/2014 21:00,0,9.951213
961200,2014,1,-20.3696,-51.4191,Selviria ,402.90204,0,298.46997,1.688901,0.018526873,97429.734,0,1/12/2014 3:00,1/12/2014 0:00,0,0
972000,2014,1,-20.3696,-51.4191,Selviria ,390.5968,0,296.65417,1.4358826,0.0174307,97254.02,0,1/12/2014 6:00,1/12/2014 3:00,0,0
982800,2014,1,-20.3696,-51.4191,Selviria ,381.72903,0,295.23605,1.663963,0.016532678,97344.72,0,1/12/2014 9:00,1/12/2014 6:00,0.031817843,0
993600,2014,1,-20.3696,-51.4191,Selviria ,408.2694,259.07697,302.30823,2.6374369,0.020195331,97538.195,0,1/12/2014 12:00,1/12/2014 9:00,0.672038337,226.3016183
1004400,2014,1,-20.3696,-51.4191,Selviria ,433.23804,628.53174,303.49066,2.1068263,0.019154372,97449.15,0.000251317,1/12/2014 15:00,1/12/2014 12:00,0.99423969,421.5396922
1015200,2014,1,-20.3696,-51.4191,Selviria ,431.74826,608.7614,302.20428,0.8714819,0.0205499,97247.76,0.000301508,1/12/2014 18:00,1/12/2014 15:00,0.809680721,330.7189246
1026000,2014,1,-20.3696,-51.4191,Selviria ,427.49924,270.07867,301.10254,0.7317304,0.019726401,97251.875,0.000233737,1/12/2014 21:00,1/12/2014 18:00,0.226473569,87.11305849
1036800,2014,1,-20.3696,-51.4191,Selviria ,420.56946,8.657745,299.54712,1.4955612,0.019725373,97468.17,0,1/13/2014 0:00,1/12/2014 21:00,0,8.657745
1047600,2014,1,-20.3696,-51.4191,Selviria ,409.67093,0,298.43808,1.9114082,0.01791079,97493.77,0,1/13/2014 3:00,1/13/2014 0:00,0,0
1058400,2014,1,-20.3696,-51.4191,Selviria ,398.94394,0,297.00403,2.0287795,0.017217442,97365.22,0,1/13/2014 6:00,1/13/2014 3:00,0,0
1069200,2014,1,-20.3696,-51.4191,Selviria ,394.5601,0,295.7416,1.88888,0.016486928,97461.39,3.95E-05,1/13/2014 9:00,1/13/2014 6:00,0.030854521,0
1080000,2014,1,-20.3696,-51.4191,Selviria ,410.2576,212.25449,300.4213,2.0730002,0.01965374,97612.02,0.000180617,1/13/2014 12:00,1/13/2014 9:00,0.671753159,197.2413762
1090800,2014,1,-20.3696,-51.4191,Selviria ,429.545,567.1252,301.89606,3.216374,0.018700017,97583.5,0.000257697,1/13/2014 15:00,1/13/2014 12:00,0.9942958,412.3600776
1101600,2014,1,-20.3696,-51.4191,Selviria ,438.63733,560.54553,302.17892,2.7287354,0.019702662,97346.5,0.000394491,1/13/2014 18:00,1/13/2014 15:00,0.809541339,338.9338997
1112400,2014,1,-20.3696,-51.4191,Selviria ,426.3396,247.84633,300.509,2.6359386,0.018957056,97322.336,0.000212369,1/13/2014 21:00,1/13/2014 18:00,0.225716433,80.2608774
1123200,2014,1,-20.3696,-51.4191,Selviria ,424.8418,6.42878,298.95456,1.6582874,0.018134685,97511.44,0,1/14/2014 0:00,1/13/2014 21:00,0,6.42878
1134000,2014,1,-20.3696,-51.4191,Selviria ,417.79312,0,298.02118,1.3673835,0.017197866,97569.336,0,1/14/2014 3:00,1/14/2014 0:00,0,0
1144800,2014,1,-20.3696,-51.4191,Selviria ,408.11624,0,296.41507,1.6744078,0.016425526,97387.414,0,1/14/2014 6:00,1/14/2014 3:00,0,0
1155600,2014,1,-20.3696,-51.4191,Selviria ,404.91534,0,295.8462,2.1985476,0.015795331,97435.125,0,1/14/2014 9:00,1/14/2014 6:00,0.02985046,0
1166400,2014,1,-20.3696,-51.4191,Selviria ,414.9908,165.90947,301.00372,2.3385038,0.018723827,97623.59,0,1/14/2014 12:00,1/14/2014 9:00,0.671450934,163.0433484
1177200,2014,1,-20.3696,-51.4191,Selviria ,445.8845,587.5019,304.7004,2.2668257,0.018358087,97574.38,0.000137753,1/14/2014 15:00,1/14/2014 12:00,0.994346785,416.3553317
1188000,2014,1,-20.3696,-51.4191,Selviria ,440.7525,598.9613,301.8402,2.313614,0.019118175,97238.32,0.000258635,1/14/2014 18:00,1/14/2014 15:00,0.809390003,332.9079585
1198800,2014,1,-20.3696,-51.4191,Selviria ,433.31613,279.9168,302.3409,2.6136878,0.019545762,97143.2,7.77E-05,1/14/2014 21:00,1/14/2014 18:00,0.224925762,90.79405825
1209600,2014,1,-20.3696,-51.4191,Selviria ,417.24127,8.847622,299.60684,1.3757113,0.018604457,97362.91,0,1/15/2014 0:00,1/14/2014 21:00,0,8.847622
1220400,2014,1,-20.3696,-51.4191,Selviria ,408.16263,0,297.32037,2.1650147,0.016070401,97464.49,0,1/15/2014 3:00,1/15/2014 0:00,0,0
1231200,2014,1,-20.3696,-51.4191,Selviria ,402.04526,0,296.03452,2.008247,0.015766542,97244.41,0,1/15/2014 6:00,1/15/2014 3:00,0,0
1242000,2014,1,-20.3696,-51.4191,Selviria ,396.1418,0,295.2473,1.8504615,0.015520493,97306.57,0,1/15/2014 9:00,1/15/2014 6:00,0.028805936,0
1252800,2014,1,-20.3696,-51.4191,Selviria ,413.32486,163.79742,300.22318,1.8890138,0.018799597,97500.6,0,1/15/2014 12:00,1/15/2014 9:00,0.67113113,161.3499317
1263600,2014,1,-20.3696,-51.4191,Selviria ,437.44916,600.78143,304.9878,2.0432882,0.018772468,97387.875,9.05E-05,1/15/2014 15:00,1/15/2014 12:00,0.994391708,418.507429
1274400,2014,1,-20.3696,-51.4191,Selviria ,446.1058,629.29364,306.21304,1.8592436,0.019319683,97143.58,0.00028099,1/15/2014 18:00,1/15/2014 15:00,0.809226008,324.280144
1285200,2014,1,-20.3696,-51.4191,Selviria ,433.4083,280.37238,303.3186,1.1057249,0.019051537,97071.18,7.44E-05,1/15/2014 21:00,1/15/2014 18:00,0.224101585,91.2023371
1296000,2014,1,-20.3696,-51.4191,Selviria ,421.3961,11.047633,301.54773,0.6634999,0.01884654,97306.64,0,1/16/2014 0:00,1/15/2014 21:00,0,11.047633
1306800,2014,1,-20.3696,-51.4191,Selviria ,409.38785,0,298.48822,1.8352497,0.016505467,97360.85,0,1/16/2014 3:00,1/16/2014 0:00,0,0
1317600,2014,1,-20.3696,-51.4191,Selviria ,391.05518,0,296.75452,1.3519189,0.015881076,97156.71,0,1/16/2014 6:00,1/16/2014 3:00,0,0
1328400,2014,1,-20.3696,-51.4191,Selviria ,382.13742,0,294.77353,1.5077053,0.015211276,97154.89,0,1/16/2014 9:00,1/16/2014 6:00,0.027721241,0
1339200,2014,1,-20.3696,-51.4191,Selviria ,399.51175,246.21002,301.94534,1.0882498,0.019588979,97383.62,1.98E-05,1/16/2014 12:00,1/16/2014 9:00,0.670793202,218.757061
1350000,2014,1,-20.3696,-51.4191,Selviria ,424.06055,644.29694,302.67114,2.2519817,0.019822411,97338.53,0.000297281,1/16/2014 15:00,1/16/2014 12:00,0.994429603,422.6039195
1360800,2014,1,-20.3696,-51.4191,Selviria ,437.2509,658.1057,304.40955,1.1868008,0.019387579,97067.36,0.000346312,1/16/2014 18:00,1/16/2014 15:00,0.809048629,312.5472842
1371600,2014,1,-20.3696,-51.4191,Selviria ,428.9087,320.7197,303.2573,0.7377097,0.019032924,97030.42,0.000372603,1/16/2014 21:00,1/16/2014 18:00,0.223243941,104.6751987
1382400,2014,1,-20.3696,-51.4191,Selviria ,421.49008,11.899147,301.54895,1.2952701,0.018917648,97242.01,0,1/17/2014 0:00,1/16/2014 21:00,0,11.899147
1393200,2014,1,-20.3696,-51.4191,Selviria ,404.8826,0,297.122,1.9713731,0.016270233,97299.45,0,1/17/2014 3:00,1/17/2014 0:00,0,0
1404000,2014,1,-20.3696,-51.4191,Selviria ,390.3781,0,295.38312,1.642667,0.015289161,97133.305,0,1/17/2014 6:00,1/17/2014 3:00,0,0
1414800,2014,1,-20.3696,-51.4191,Selviria ,383.15564,0.018301751,294.5771,1.5212493,0.014921738,97181.4,0,1/17/2014 9:00,1/17/2014 6:00,0.026596677,0.018301751
1425600,2014,1,-20.3696,-51.4191,Selviria ,403.14822,241.90599,301.5603,1.4065976,0.019518977,97400.016,0,1/17/2014 12:00,1/17/2014 9:00,0.670436594,216.144544
1436400,2014,1,-20.3696,-51.4191,Selviria ,433.8492,637.0916,304.14087,1.2344666,0.021237731,97286.22,0.00023789,1/17/2014 15:00,1/17/2014 12:00,0.99445948,422.2592152
1447200,2014,1,-20.3696,-51.4191,Selviria ,441.0352,598.3953,304.1005,1.2402129,0.022024654,97080.805,0.000377096,1/17/2014 18:00,1/17/2014 15:00,0.808857125,332.755492
1458000,2014,1,-20.3696,-51.4191,Selviria ,427.78757,273.74023,301.48914,2.3708827,0.02054832,97084.836,0.000216257,1/17/2014 21:00,1/17/2014 18:00,0.22235287,89.740587
1468800,2014,1,-20.3696,-51.4191,Selviria ,410.24002,10.208499,299.21002,1.6902636,0.019192252,97306.16,6.25E-05,1/18/2014 0:00,1/17/2014 21:00,0,10.208499
1479600,2014,1,-20.3696,-51.4191,Selviria ,398.41953,0.002205243,297.45584,1.8591568,0.018093219,97350.4,0,1/18/2014 3:00,1/18/2014 0:00,0,0.002205243
1490400,2014,1,-20.3696,-51.4191,Selviria ,388.68134,0,296.0027,1.7137419,0.016912846,97203.22,0,1/18/2014 6:00,1/18/2014 3:00,0,0
1501200,2014,1,-20.3696,-51.4191,Selviria ,381.47003,0,294.74698,1.367922,0.01601745,97254.93,0,1/18/2014 9:00,1/18/2014 6:00,0.025432562,0
1512000,2014,1,-20.3696,-51.4191,Selviria ,404.0634,245.05428,301.39548,1.3993398,0.019198416,97435.45,0,1/18/2014 12:00,1/18/2014 9:00,0.670060734,217.9812558
1522800,2014,1,-20.3696,-51.4191,Selviria ,442.3634,616.69977,304.5697,1.3035108,0.01892661,97357.516,0.000192874,1/18/2014 15:00,1/18/2014 12:00,0.994480323,420.5445064
1533600,2014,1,-20.3696,-51.4191,Selviria ,450.14285,592.2601,304.4053,1.1682086,0.020002639,97087.766,0.000252266,1/18/2014 18:00,1/18/2014 15:00,0.808650734,333.930088
1544400,2014,1,-20.3696,-51.4191,Selviria ,433.12363,265.81366,301.95203,1.6326231,0.020312011,97031.234,0.000286349,1/18/2014 21:00,1/18/2014 18:00,0.22142842,87.44963676
1555200,2014,1,-20.3696,-51.4191,Selviria ,409.64322,13.268548,299.619,1.579131,0.019166552,97265.695,7.71E-05,1/19/2014 0:00,1/18/2014 21:00,0,13.268548
1566000,2014,1,-20.3696,-51.4191,Selviria ,395.3531,0,297.44354,1.7759447,0.017699894,97278.43,0,1/19/2014 3:00,1/19/2014 0:00,0,0
1576800,2014,1,-20.3696,-51.4191,Selviria ,385.71597,0,295.91043,2.0920904,0.016681109,97132.43,0,1/19/2014 6:00,1/19/2014 3:00,0,0
1587600,2014,1,-20.3696,-51.4191,Selviria ,378.20197,0,294.88272,1.6719633,0.015886592,97153.99,0,1/19/2014 9:00,1/19/2014 6:00,0.024229225,0
1598400,2014,1,-20.3696,-51.4191,Selviria ,409.2233,211.82985,299.11496,1.7397941,0.017465755,97361.414,4.17E-05,1/19/2014 12:00,1/19/2014 9:00,0.669665042,196.7850303
1609200,2014,1,-20.3696,-51.4191,Selviria ,438.2393,560.2431,303.99753,1.5429364,0.019270437,97204.766,0.000193189,1/19/2014 15:00,1/19/2014 12:00,0.994491092,410.9351718
1620000,2014,1,-20.3696,-51.4191,Selviria ,440.70093,632.11395,306.31586,1.3538677,0.01990942,96924.6,0.000183311,1/19/2014 18:00,1/19/2014 15:00,0.80842868,322.8039507
1630800,2014,1,-20.3696,-51.4191,Selviria ,437.8199,339.4251,306.09152,1.3689495,0.019404698,96819.555,0.000108268,1/19/2014 21:00,1/19/2014 18:00,0.220470643,111.901312
